Sample	Phylum	Number	Group
MDHFT15-1	Campylobacterota	0.00050448897502329	DH_JY
MDHFT16-1	Campylobacterota	0.0018919990553001	DH_JY
MDHFT17-1	Campylobacterota	0.00702599926121238	DH_JY
MDHFT18-1	Campylobacterota	0.000870665364039102	DH_JY
MDHFT19-1	Campylobacterota	0.00230871253129651	DH_JY
MDHFT20-1	Campylobacterota	0.00353028192285895	DH_JY
MDHFT21-1	Campylobacterota	0.0038509585008697	DH_JY
MDHFT2-1	Campylobacterota	0.000630013394125592	DH_JY
MDHFT23-1	Campylobacterota	0.00189023876585673	DH_JY
MDHFT24-1	Campylobacterota	0.00027008941553682	DH_JY
MDHFT25-2	Campylobacterota	0.00114797473086178	DH_JY
MDHFT26-2	Campylobacterota	0.00102135079010457	DH_JY
MDHFT27-1	Campylobacterota	0.00899873064825886	DH_JY
MDHFT29-1	Campylobacterota	0.00817741723671408	DH_JY
MDHFT30-1	Campylobacterota	0.00382343231202367	DH_JY
MDHFT31-1	Campylobacterota	0.00239559314724888	DH_JY
MDHFT3-1	Campylobacterota	0.000395295977314693	DH_JY
MDHFT32-1	Campylobacterota	0.0016438822200565	DH_JY
MDHFT33-1	Campylobacterota	0.000888699988663873	DH_JY
MDHFT34-1	Campylobacterota	0.00371695585588583	DH_JY
MDHFT35-2	Campylobacterota	0.000386119547870347	DH_JY
MDHFT4-1	Campylobacterota	0.0206547463628562	DH_JY
MDHFT6-1	Campylobacterota	0.000220414004845334	DH_JY
MDHFT7-1	Campylobacterota	0.00263457013454136	DH_JY
MDHFT8-1	Campylobacterota	0.0023250888675761	DH_JY
MDHFG10-1	Cyanobacteria	0.0089590675357537	DH_FY
MDHFG11-2	Cyanobacteria	0.00114910938618038	DH_FY
MDHFG1-1	Cyanobacteria	0.000970883281061343	DH_FY
MDHFG12-2	Cyanobacteria	0.00106774353515574	DH_FY
MDHFG13-1	Cyanobacteria	0.000553774705192805	DH_FY
MDHFG14-2	Cyanobacteria	0.00195761477434706	DH_FY
MDHFG16-2	Cyanobacteria	0.00088945144408008	DH_FY
MDHFG17-2	Cyanobacteria	0.0114167240465187	DH_FY
MDHFG18-2	Cyanobacteria	0.00258365400195539	DH_FY
MDHFG19-2	Cyanobacteria	0.00873900565689977	DH_FY
MDHFG22-1	Cyanobacteria	0.00202414927696104	DH_FY
MDHFG23-2	Cyanobacteria	0.00628014677414965	DH_FY
MDHFG2-3	Cyanobacteria	0.0114589468665276	DH_FY
MDHFG24-1	Cyanobacteria	0.00484780715621211	DH_FY
MDHFG27-2	Cyanobacteria	0.0343574546885003	DH_FY
MDHFG28-2	Cyanobacteria	0.00252774485072217	DH_FY
MDHFG29-2	Cyanobacteria	0.00517668462708191	DH_FY
MDHFG30-2	Cyanobacteria	0.00811815051349491	DH_FY
MDHFG31-2	Cyanobacteria	0.00327483884759815	DH_FY
MDHFG34-2	Cyanobacteria	0.000562822625099464	DH_FY
MDHFG35-2	Cyanobacteria	0.0102030973002887	DH_FY
MDHFG36-1	Cyanobacteria	0.0059566760123306	DH_FY
MDHFG37-2	Cyanobacteria	0.00306418753110499	DH_FY
MDHFG38-2	Cyanobacteria	0.00305398809348399	DH_FY
MDHFG4-2	Cyanobacteria	0.0012624386958946	DH_FY
MDHFG5-2	Cyanobacteria	0.00126311820734521	DH_FY
MDHFG6-1	Cyanobacteria	0.0116717619083908	DH_FY
MDHFG7-2	Cyanobacteria	0.0131798660417426	DH_FY
MDHFG8-1	Cyanobacteria	0.000701285266657466	DH_FY
MDHFG9-1	Cyanobacteria	0.0165363609961581	DH_FY
MDHFT10-1	Cyanobacteria	0.0154371163459465	DH_JY
MDHFT1-1	Cyanobacteria	0.0436195393289507	DH_JY
MDHFT14-1	Cyanobacteria	0.0256887379536384	DH_JY
MDHFT15-1	Cyanobacteria	0.0258776574644659	DH_JY
MDHFT16-1	Cyanobacteria	0.0433411443299307	DH_JY
MDHFT17-1	Cyanobacteria	0.0211005173198891	DH_JY
MDHFT18-1	Cyanobacteria	0.0152811638592519	DH_JY
MDHFT19-1	Cyanobacteria	0.0336228693902552	DH_JY
MDHFT20-1	Cyanobacteria	0.0319616947986195	DH_JY
MDHFT21-1	Cyanobacteria	0.0382471788074016	DH_JY
MDHFT2-1	Cyanobacteria	0.0222258146340377	DH_JY
MDHFT23-1	Cyanobacteria	0.0131647152503014	DH_JY
MDHFT24-1	Cyanobacteria	0.0189054953930124	DH_JY
MDHFT25-2	Cyanobacteria	0.00553997968222307	DH_JY
MDHFT26-2	Cyanobacteria	0.0316872995623632	DH_JY
MDHFT27-1	Cyanobacteria	0.0245479977652589	DH_JY
MDHFT29-1	Cyanobacteria	0.0353558481211951	DH_JY
MDHFT30-1	Cyanobacteria	0.00416614403111319	DH_JY
MDHFT31-1	Cyanobacteria	0.0193085971220513	DH_JY
MDHFT3-1	Cyanobacteria	0.0238057896851623	DH_JY
MDHFT32-1	Cyanobacteria	0.0266741735300151	DH_JY
MDHFT33-1	Cyanobacteria	0.0251937865716402	DH_JY
MDHFT34-1	Cyanobacteria	0.0162449741052103	DH_JY
MDHFT35-2	Cyanobacteria	0.0304715306049894	DH_JY
MDHFT4-1	Cyanobacteria	0.0180346621971102	DH_JY
MDHFT6-1	Cyanobacteria	0.0324123311935564	DH_JY
MDHFT7-1	Cyanobacteria	0.0254505429096579	DH_JY
MDHFT8-1	Cyanobacteria	0.0189405257207358	DH_JY
MDHFG10-1	Elusimicrobiota	0.000539043400748307	DH_FY
MDHFG11-2	Elusimicrobiota	0.000477078866930888	DH_FY
MDHFG1-1	Elusimicrobiota	0.00108065553341531	DH_FY
MDHFG12-2	Elusimicrobiota	0.000926135341648665	DH_FY
MDHFG13-1	Elusimicrobiota	0.000784605355134035	DH_FY
MDHFG14-2	Elusimicrobiota	0.000639158181107761	DH_FY
MDHFG16-2	Elusimicrobiota	0.000466458892894968	DH_FY
MDHFG17-2	Elusimicrobiota	0.000513552645969937	DH_FY
MDHFG18-2	Elusimicrobiota	0.000376324599372778	DH_FY
MDHFG19-2	Elusimicrobiota	0.000722364366052476	DH_FY
MDHFG22-1	Elusimicrobiota	0.000775606375684669	DH_FY
MDHFG23-2	Elusimicrobiota	0.000360078163366856	DH_FY
MDHFG2-3	Elusimicrobiota	0.000498067373095544	DH_FY
MDHFG24-1	Elusimicrobiota	0.000427693651932773	DH_FY
MDHFG27-2	Elusimicrobiota	0.000495536477038563	DH_FY
MDHFG28-2	Elusimicrobiota	0.000638574465884244	DH_FY
MDHFG29-2	Elusimicrobiota	0.000569734471354275	DH_FY
MDHFG30-2	Elusimicrobiota	0.000447563418609214	DH_FY
MDHFG31-2	Elusimicrobiota	0.000701750591656111	DH_FY
